Voter ID,County,Constituency,Ward,Region,Age,Gender,Registered Party,Voting Turnout,Year,Presidential Vote,MP Vote,MCA Vote
VOTER18539,Garissa,Constituency 2,Ward 1,North Eastern,84,Female,UDA,Yes,2022,ODM,UDA,Independent
VOTER18540,Meru,Constituency 7,Ward 1,Eastern,67,Male,Wiper,Yes,2013,Wiper,ODM,Kanu
VOTER18541,Kitui,Constituency 8,Ward 5,Eastern,37,Female,UDA,No,2022,Wiper,UDA,Wiper
VOTER18542,Meru,Constituency 8,Ward 3,Eastern,33,Male,UDA,Yes,2022,Wiper,UDA,Jubilee
VOTER18543,Bungoma,Constituency 1,Ward 2,Western,34,Female,ODM,Yes,2017,ODM,Kanu,UDA
VOTER18544,Lamu,Constituency 5,Ward 4,Coast,79,Female,ODM,Yes,2017,UDA,ODM,Wiper
VOTER18545,Tharaka Nithi,Constituency 9,Ward 5,Eastern,64,Female,Wiper,Yes,2017,UDA,UDA,Independent
VOTER18546,Nakuru,Constituency 7,Ward 3,Rift Valley,63,Female,UDA,Yes,2022,UDA,Jubilee,ODM
VOTER18547,Bomet,Constituency 1,Ward 5,Rift Valley,35,Female,UDA,No,2017,UDA,Jubilee,Kanu
VOTER18548,Nairobi,Constituency 4,Ward 2,Nairobi,66,Male,UDA,Yes,2022,ODM,Wiper,UDA
VOTER18549,Kirinyaga,Constituency 8,Ward 1,Central,45,Female,UDA,Yes,2013,UDA,UDA,ODM
VOTER18550,Busia,Constituency 9,Ward 1,Western,28,Male,ODM,Yes,2013,UDA,Independent,UDA
VOTER18551,Mandera,Constituency 1,Ward 1,North Eastern,65,Male,Jubilee,Yes,2022,UDA,ODM,Jubilee
VOTER18552,Kitui,Constituency 7,Ward 2,Eastern,79,Male,Wiper,Yes,2017,UDA,Kanu,ODM
VOTER18553,Nakuru,Constituency 1,Ward 5,Rift Valley,23,Male,UDA,No,2022,UDA,Independent,Kanu
VOTER18554,Narok,Constituency 2,Ward 5,Rift Valley,87,Female,UDA,No,2013,UDA,ODM,Independent
VOTER18555,Bungoma,Constituency 3,Ward 1,Western,45,Female,UDA,No,2013,ODM,Jubilee,UDA
VOTER18556,Machakos,Constituency 9,Ward 2,Eastern,66,Male,UDA,Yes,2013,Wiper,Independent,ODM
VOTER18557,Isiolo,Constituency 7,Ward 5,Eastern,38,Female,UDA,Yes,2013,Wiper,ODM,Jubilee
VOTER18558,Baringo,Constituency 2,Ward 2,Rift Valley,85,Male,UDA,Yes,2013,UDA,Independent,Independent
VOTER18559,Nyandarua,Constituency 3,Ward 5,Central,54,Male,UDA,Yes,2022,UDA,Jubilee,Jubilee
VOTER18560,Garissa,Constituency 2,Ward 3,North Eastern,71,Female,Jubilee,Yes,2022,UDA,UDA,Kanu
VOTER18561,Homa Bay,Constituency 10,Ward 1,Nyanza,32,Male,ODM,Yes,2013,ODM,ODM,UDA
VOTER18562,Makueni,Constituency 7,Ward 1,Eastern,59,Female,Wiper,Yes,2013,Wiper,Wiper,Jubilee
VOTER18563,Bungoma,Constituency 2,Ward 1,Western,70,Female,ODM,Yes,2013,ODM,Kanu,ODM
VOTER18564,Nyamira,Constituency 8,Ward 3,Nyanza,56,Female,ODM,No,2022,ODM,UDA,Kanu
VOTER18565,Mombasa,Constituency 3,Ward 4,Coast,37,Male,UDA,Yes,2022,ODM,ODM,Kanu
VOTER18566,Nairobi,Constituency 10,Ward 3,Nairobi,68,Female,UDA,Yes,2017,ODM,Wiper,Kanu
VOTER18567,Taita Taveta,Constituency 3,Ward 3,Coast,63,Female,ODM,Yes,2013,ODM,UDA,ODM
VOTER18568,Kericho,Constituency 9,Ward 2,Rift Valley,39,Female,UDA,No,2022,UDA,Independent,UDA
VOTER18569,Kitui,Constituency 5,Ward 5,Eastern,28,Male,Wiper,Yes,2017,UDA,Wiper,Kanu
VOTER18570,Lamu,Constituency 6,Ward 2,Coast,82,Female,ODM,Yes,2017,ODM,UDA,Independent
VOTER18571,Isiolo,Constituency 7,Ward 3,Eastern,63,Male,Wiper,Yes,2017,Wiper,Wiper,Wiper
VOTER18572,Baringo,Constituency 8,Ward 1,Rift Valley,66,Female,UDA,Yes,2022,UDA,Independent,UDA
VOTER18573,Kwale,Constituency 4,Ward 4,Coast,47,Female,UDA,Yes,2017,UDA,Wiper,Kanu
VOTER18574,Homa Bay,Constituency 2,Ward 5,Nyanza,65,Female,ODM,Yes,2022,ODM,Kanu,Independent
VOTER18575,Kitui,Constituency 4,Ward 1,Eastern,61,Female,Wiper,Yes,2013,UDA,Wiper,Jubilee
VOTER18576,Mombasa,Constituency 4,Ward 2,Coast,86,Male,ODM,Yes,2022,ODM,Kanu,Independent
VOTER18577,Kisii,Constituency 6,Ward 3,Nyanza,87,Male,ODM,Yes,2022,ODM,Independent,Wiper
VOTER18578,Nairobi,Constituency 4,Ward 1,Nairobi,49,Female,ODM,Yes,2022,ODM,Independent,Independent
VOTER18579,Kakamega,Constituency 5,Ward 1,Western,82,Male,Ford Kenya,Yes,2022,ODM,Jubilee,Kanu
VOTER18580,Nyamira,Constituency 3,Ward 2,Nyanza,67,Male,ODM,Yes,2022,ODM,Kanu,UDA
VOTER18581,Kitui,Constituency 10,Ward 5,Eastern,68,Male,Wiper,Yes,2013,Wiper,Independent,Kanu
VOTER18582,Machakos,Constituency 1,Ward 1,Eastern,76,Female,Wiper,Yes,2013,Wiper,UDA,UDA
VOTER18583,Nairobi,Constituency 8,Ward 2,Nairobi,22,Female,UDA,Yes,2013,ODM,Kanu,Kanu
VOTER18584,Narok,Constituency 8,Ward 4,Rift Valley,49,Male,UDA,No,2022,UDA,Wiper,ODM
VOTER18585,Mandera,Constituency 3,Ward 5,North Eastern,75,Male,Jubilee,Yes,2022,ODM,Jubilee,UDA
VOTER18586,Tharaka Nithi,Constituency 8,Ward 3,Eastern,37,Female,Wiper,Yes,2022,Wiper,UDA,UDA
VOTER18587,Nairobi,Constituency 4,Ward 5,Nairobi,32,Female,ODM,Yes,2022,ODM,ODM,Independent
VOTER18588,Homa Bay,Constituency 9,Ward 2,Nyanza,69,Male,ODM,Yes,2013,ODM,Wiper,Independent
VOTER18589,Nairobi,Constituency 3,Ward 1,Nairobi,83,Male,UDA,Yes,2013,UDA,Independent,Kanu
VOTER18590,Migori,Constituency 1,Ward 2,Nyanza,19,Male,ODM,Yes,2013,ODM,Kanu,Independent
VOTER18591,Embu,Constituency 3,Ward 5,Central,70,Male,UDA,Yes,2017,UDA,Kanu,Kanu
VOTER18592,Narok,Constituency 4,Ward 4,Rift Valley,26,Female,UDA,Yes,2013,UDA,ODM,Wiper
VOTER18593,Meru,Constituency 6,Ward 4,Eastern,52,Male,Wiper,Yes,2013,UDA,UDA,Jubilee
VOTER18594,Baringo,Constituency 6,Ward 4,Rift Valley,52,Female,UDA,Yes,2022,UDA,UDA,UDA
VOTER18595,Nairobi,Constituency 9,Ward 4,Nairobi,56,Male,ODM,Yes,2017,ODM,Kanu,UDA
VOTER18596,Kwale,Constituency 4,Ward 3,Coast,25,Female,ODM,Yes,2017,ODM,ODM,Kanu
VOTER18597,Nairobi,Constituency 10,Ward 3,Nairobi,45,Female,UDA,Yes,2013,ODM,Kanu,Kanu
VOTER18598,Nairobi,Constituency 8,Ward 4,Nairobi,39,Female,UDA,Yes,2013,ODM,Independent,Jubilee
VOTER18599,Nyamira,Constituency 1,Ward 3,Nyanza,84,Female,ODM,No,2013,ODM,ODM,UDA
VOTER18600,Bomet,Constituency 9,Ward 5,Rift Valley,35,Female,UDA,Yes,2022,UDA,Kanu,Independent
VOTER18601,Mombasa,Constituency 9,Ward 4,Coast,82,Female,ODM,Yes,2017,ODM,UDA,ODM
VOTER18602,Bungoma,Constituency 7,Ward 5,Western,62,Male,UDA,Yes,2017,Ford Kenya,Jubilee,Kanu
VOTER18603,Kitui,Constituency 6,Ward 3,Eastern,49,Male,Wiper,Yes,2022,UDA,Independent,UDA
VOTER18604,Nairobi,Constituency 1,Ward 2,Nairobi,55,Female,ODM,Yes,2017,ODM,UDA,ODM
VOTER18605,Tharaka Nithi,Constituency 3,Ward 1,Eastern,44,Male,Wiper,Yes,2013,Wiper,ODM,Wiper
VOTER18606,Mombasa,Constituency 6,Ward 2,Coast,19,Female,ODM,Yes,2017,ODM,UDA,Kanu
VOTER18607,Baringo,Constituency 3,Ward 2,Rift Valley,61,Male,UDA,No,2017,UDA,Wiper,UDA
VOTER18608,Taita Taveta,Constituency 8,Ward 4,Coast,84,Female,UDA,No,2022,ODM,Jubilee,Kanu
VOTER18609,Mombasa,Constituency 3,Ward 2,Coast,54,Male,ODM,Yes,2022,UDA,UDA,ODM
VOTER18610,Uasin Gishu,Constituency 10,Ward 1,Rift Valley,41,Male,UDA,Yes,2022,UDA,ODM,Kanu
VOTER18611,Kiambu,Constituency 2,Ward 5,Central,29,Female,UDA,Yes,2013,UDA,Independent,Jubilee
VOTER18612,Isiolo,Constituency 6,Ward 4,Eastern,84,Male,UDA,Yes,2013,UDA,Kanu,UDA
VOTER18613,Kisumu,Constituency 9,Ward 1,Nyanza,42,Female,ODM,No,2013,ODM,Kanu,Jubilee
VOTER18614,Vihiga,Constituency 1,Ward 2,Western,70,Male,Ford Kenya,Yes,2017,ODM,Kanu,Wiper
VOTER18615,Bomet,Constituency 2,Ward 1,Rift Valley,57,Female,UDA,No,2013,UDA,Independent,UDA
VOTER18616,Kwale,Constituency 3,Ward 4,Coast,87,Female,ODM,Yes,2017,ODM,ODM,ODM
VOTER18617,Mandera,Constituency 10,Ward 2,North Eastern,23,Female,UDA,Yes,2013,Jubilee,Wiper,Kanu
VOTER18618,Kakamega,Constituency 8,Ward 5,Western,75,Male,ODM,Yes,2022,Ford Kenya,Jubilee,ODM
VOTER18619,Nairobi,Constituency 9,Ward 4,Nairobi,30,Female,UDA,Yes,2022,ODM,ODM,Kanu
VOTER18620,Kakamega,Constituency 1,Ward 2,Western,82,Male,ODM,No,2017,UDA,UDA,Kanu
VOTER18621,Migori,Constituency 6,Ward 5,Nyanza,31,Male,ODM,Yes,2013,ODM,Jubilee,UDA
VOTER18622,Baringo,Constituency 7,Ward 4,Rift Valley,42,Female,UDA,Yes,2022,UDA,Independent,Jubilee
VOTER18623,Uasin Gishu,Constituency 9,Ward 2,Rift Valley,23,Male,UDA,No,2013,UDA,Kanu,Wiper
VOTER18624,Murang'a,Constituency 4,Ward 3,Central,53,Female,UDA,Yes,2013,UDA,Wiper,Kanu
VOTER18625,Vihiga,Constituency 7,Ward 4,Western,54,Female,ODM,Yes,2022,UDA,UDA,Independent
VOTER18626,Busia,Constituency 1,Ward 2,Western,27,Female,Ford Kenya,Yes,2017,Ford Kenya,Kanu,Independent
VOTER18627,Kiambu,Constituency 7,Ward 1,Central,66,Male,UDA,No,2013,UDA,Jubilee,Kanu
VOTER18628,Garissa,Constituency 6,Ward 3,North Eastern,22,Male,UDA,Yes,2022,ODM,ODM,UDA
VOTER18629,Siaya,Constituency 4,Ward 2,Nyanza,22,Female,ODM,Yes,2022,ODM,Wiper,UDA
VOTER18630,Mombasa,Constituency 9,Ward 5,Coast,83,Male,UDA,Yes,2017,ODM,Independent,Wiper
VOTER18631,Vihiga,Constituency 6,Ward 1,Western,42,Male,ODM,Yes,2013,Ford Kenya,ODM,ODM
VOTER18632,Meru,Constituency 9,Ward 3,Eastern,74,Female,UDA,Yes,2022,Wiper,Jubilee,Independent
VOTER18633,Machakos,Constituency 9,Ward 5,Eastern,88,Male,Wiper,Yes,2013,Wiper,Independent,Jubilee
VOTER18634,Meru,Constituency 10,Ward 2,Eastern,75,Male,UDA,Yes,2022,UDA,Wiper,Jubilee
VOTER18635,Garissa,Constituency 10,Ward 3,North Eastern,83,Male,UDA,Yes,2017,Jubilee,Wiper,Kanu
VOTER18636,Kericho,Constituency 4,Ward 3,Rift Valley,47,Male,UDA,No,2013,UDA,ODM,ODM
VOTER18637,Siaya,Constituency 8,Ward 4,Nyanza,45,Female,ODM,Yes,2017,ODM,Jubilee,Jubilee
VOTER18638,Mandera,Constituency 8,Ward 1,North Eastern,35,Female,ODM,Yes,2022,Jubilee,Independent,Wiper
VOTER18639,Baringo,Constituency 5,Ward 3,Rift Valley,21,Female,UDA,Yes,2013,UDA,Kanu,Wiper
VOTER18640,Kericho,Constituency 6,Ward 4,Rift Valley,70,Female,UDA,No,2022,UDA,Jubilee,Wiper
VOTER18641,Wajir,Constituency 1,Ward 5,North Eastern,66,Female,UDA,Yes,2017,ODM,UDA,Independent
VOTER18642,Embu,Constituency 5,Ward 3,Central,50,Female,UDA,No,2013,UDA,UDA,Jubilee
VOTER18643,Kirinyaga,Constituency 8,Ward 1,Central,87,Female,UDA,No,2013,UDA,Jubilee,Independent
VOTER18644,Homa Bay,Constituency 9,Ward 5,Nyanza,20,Male,ODM,No,2017,ODM,Independent,UDA
VOTER18645,Nyandarua,Constituency 9,Ward 5,Central,52,Female,UDA,Yes,2017,UDA,Jubilee,UDA
VOTER18646,Meru,Constituency 1,Ward 2,Eastern,54,Male,UDA,Yes,2022,UDA,Jubilee,Independent
VOTER18647,Mandera,Constituency 6,Ward 1,North Eastern,79,Male,Jubilee,Yes,2013,UDA,Jubilee,UDA
VOTER18648,Isiolo,Constituency 1,Ward 4,Eastern,48,Male,UDA,Yes,2017,Wiper,ODM,Independent
VOTER18649,Meru,Constituency 5,Ward 3,Eastern,44,Female,Wiper,Yes,2017,Wiper,Jubilee,Jubilee
VOTER18650,Isiolo,Constituency 10,Ward 3,Eastern,75,Male,Wiper,Yes,2022,Wiper,Jubilee,Wiper
VOTER18651,Kwale,Constituency 10,Ward 4,Coast,75,Female,ODM,Yes,2013,UDA,Jubilee,Kanu
VOTER18652,Mandera,Constituency 4,Ward 3,North Eastern,81,Female,Jubilee,Yes,2013,UDA,Independent,Jubilee
VOTER18653,Kilifi,Constituency 9,Ward 2,Coast,64,Female,ODM,No,2017,ODM,ODM,UDA
VOTER18654,Uasin Gishu,Constituency 10,Ward 4,Rift Valley,61,Male,UDA,Yes,2022,UDA,UDA,Jubilee
VOTER18655,Kilifi,Constituency 6,Ward 1,Coast,54,Male,ODM,Yes,2017,ODM,Kanu,Wiper
VOTER18656,Nairobi,Constituency 6,Ward 1,Nairobi,44,Male,UDA,Yes,2022,ODM,Jubilee,Wiper
VOTER18657,Kakamega,Constituency 4,Ward 5,Western,60,Male,ODM,Yes,2013,UDA,Jubilee,UDA
VOTER18658,Nairobi,Constituency 7,Ward 5,Nairobi,55,Male,UDA,Yes,2022,UDA,Jubilee,Independent
VOTER18659,Bungoma,Constituency 4,Ward 3,Western,63,Male,ODM,Yes,2017,UDA,UDA,Kanu
VOTER18660,Kisumu,Constituency 8,Ward 3,Nyanza,33,Female,ODM,Yes,2022,ODM,Jubilee,UDA
VOTER18661,Vihiga,Constituency 2,Ward 1,Western,61,Female,ODM,Yes,2017,ODM,Jubilee,ODM
VOTER18662,Tharaka Nithi,Constituency 9,Ward 1,Eastern,54,Female,Wiper,Yes,2022,UDA,Independent,Wiper
VOTER18663,Makueni,Constituency 6,Ward 5,Eastern,41,Male,UDA,No,2013,UDA,UDA,UDA
VOTER18664,Kakamega,Constituency 9,Ward 1,Western,85,Female,UDA,Yes,2022,ODM,Independent,Jubilee
VOTER18665,Embu,Constituency 4,Ward 5,Central,69,Female,UDA,No,2017,UDA,ODM,Jubilee
VOTER18666,Taita Taveta,Constituency 3,Ward 5,Coast,63,Female,ODM,Yes,2017,ODM,ODM,ODM
VOTER18667,Kakamega,Constituency 2,Ward 1,Western,23,Male,ODM,Yes,2017,UDA,Independent,ODM
VOTER18668,Narok,Constituency 7,Ward 5,Rift Valley,43,Male,UDA,Yes,2017,UDA,Wiper,Jubilee
VOTER18669,Wajir,Constituency 4,Ward 5,North Eastern,31,Male,UDA,Yes,2022,Jubilee,Kanu,Wiper
VOTER18670,Wajir,Constituency 6,Ward 5,North Eastern,88,Female,UDA,Yes,2022,UDA,Jubilee,Kanu
VOTER18671,Kiambu,Constituency 5,Ward 2,Central,57,Male,UDA,No,2017,UDA,ODM,ODM
VOTER18672,Nakuru,Constituency 8,Ward 2,Rift Valley,87,Male,UDA,No,2022,UDA,ODM,Jubilee
VOTER18673,Kirinyaga,Constituency 5,Ward 5,Central,86,Female,UDA,Yes,2013,UDA,UDA,Jubilee
VOTER18674,Kakamega,Constituency 1,Ward 1,Western,63,Male,ODM,Yes,2022,ODM,UDA,Wiper
VOTER18675,Nyandarua,Constituency 5,Ward 2,Central,19,Female,UDA,Yes,2017,UDA,Kanu,Kanu
VOTER18676,Nairobi,Constituency 2,Ward 2,Nairobi,76,Male,UDA,Yes,2017,UDA,Wiper,Jubilee
VOTER18677,Kilifi,Constituency 1,Ward 3,Coast,56,Male,ODM,No,2022,ODM,Jubilee,Wiper
VOTER18678,Meru,Constituency 10,Ward 4,Eastern,76,Female,Wiper,No,2017,Wiper,Independent,Independent
VOTER18679,Kisii,Constituency 7,Ward 4,Nyanza,80,Male,ODM,Yes,2017,ODM,UDA,ODM
VOTER18680,Murang'a,Constituency 6,Ward 3,Central,38,Female,UDA,Yes,2022,UDA,UDA,ODM
VOTER18681,Tana River,Constituency 9,Ward 2,Coast,79,Male,ODM,No,2022,ODM,ODM,Kanu
VOTER18682,Murang'a,Constituency 7,Ward 3,Central,36,Female,UDA,Yes,2017,UDA,ODM,Jubilee
VOTER18683,Mombasa,Constituency 10,Ward 5,Coast,83,Male,ODM,Yes,2017,ODM,Kanu,ODM
VOTER18684,Wajir,Constituency 5,Ward 4,North Eastern,52,Female,UDA,Yes,2022,ODM,ODM,Jubilee
VOTER18685,Kakamega,Constituency 1,Ward 2,Western,31,Male,ODM,Yes,2013,ODM,Jubilee,Independent
VOTER18686,Busia,Constituency 2,Ward 1,Western,60,Female,ODM,Yes,2017,ODM,Jubilee,Jubilee
VOTER18687,Kilifi,Constituency 9,Ward 2,Coast,60,Female,ODM,Yes,2013,UDA,Jubilee,Independent
VOTER18688,Kisumu,Constituency 9,Ward 2,Nyanza,33,Male,ODM,Yes,2022,ODM,Wiper,Wiper
VOTER18689,Vihiga,Constituency 9,Ward 1,Western,60,Female,ODM,Yes,2022,ODM,Independent,ODM
VOTER18690,Vihiga,Constituency 4,Ward 4,Western,33,Male,ODM,Yes,2017,Ford Kenya,ODM,Jubilee
VOTER18691,Nyeri,Constituency 1,Ward 2,Central,74,Female,UDA,No,2017,UDA,Independent,ODM
VOTER18692,Nairobi,Constituency 3,Ward 4,Nairobi,23,Female,UDA,Yes,2022,UDA,Kanu,ODM
VOTER18693,Siaya,Constituency 6,Ward 3,Nyanza,71,Female,ODM,Yes,2017,ODM,Wiper,Kanu
VOTER18694,Busia,Constituency 2,Ward 2,Western,81,Female,ODM,Yes,2013,UDA,UDA,UDA
VOTER18695,Kitui,Constituency 5,Ward 5,Eastern,31,Male,UDA,Yes,2017,UDA,Jubilee,ODM
VOTER18696,Migori,Constituency 5,Ward 1,Nyanza,28,Male,ODM,Yes,2017,ODM,Wiper,Jubilee
VOTER18697,Migori,Constituency 1,Ward 2,Nyanza,61,Male,ODM,Yes,2017,ODM,Wiper,Kanu
VOTER18698,Wajir,Constituency 8,Ward 5,North Eastern,70,Female,Jubilee,Yes,2017,ODM,Wiper,UDA
VOTER18699,Siaya,Constituency 10,Ward 1,Nyanza,56,Female,ODM,Yes,2022,ODM,Jubilee,Jubilee
VOTER18700,Makueni,Constituency 1,Ward 5,Eastern,74,Male,UDA,Yes,2013,Wiper,Kanu,Wiper
VOTER18701,Siaya,Constituency 7,Ward 5,Nyanza,47,Female,ODM,Yes,2017,ODM,Independent,Jubilee
VOTER18702,Bungoma,Constituency 6,Ward 4,Western,77,Female,ODM,Yes,2022,ODM,Kanu,Kanu
VOTER18703,Kisumu,Constituency 7,Ward 5,Nyanza,30,Male,ODM,No,2013,ODM,Independent,ODM
VOTER18704,Nairobi,Constituency 4,Ward 5,Nairobi,27,Male,ODM,Yes,2017,ODM,Wiper,ODM
VOTER18705,Nairobi,Constituency 6,Ward 3,Nairobi,39,Female,UDA,Yes,2017,UDA,Independent,Wiper
VOTER18706,Bungoma,Constituency 7,Ward 4,Western,19,Female,ODM,Yes,2013,ODM,Jubilee,Kanu
VOTER18707,Migori,Constituency 2,Ward 5,Nyanza,43,Female,ODM,Yes,2013,ODM,Kanu,Kanu
VOTER18708,Kwale,Constituency 5,Ward 5,Coast,62,Female,ODM,Yes,2017,UDA,UDA,Jubilee
VOTER18709,Taita Taveta,Constituency 10,Ward 3,Coast,43,Female,ODM,Yes,2017,UDA,ODM,Independent
VOTER18710,Busia,Constituency 10,Ward 4,Western,28,Male,ODM,No,2013,Ford Kenya,ODM,UDA
VOTER18711,Machakos,Constituency 8,Ward 1,Eastern,52,Female,Wiper,No,2017,Wiper,Wiper,UDA
VOTER18712,Vihiga,Constituency 3,Ward 2,Western,65,Male,ODM,Yes,2017,ODM,Jubilee,Kanu
VOTER18713,Meru,Constituency 6,Ward 3,Eastern,38,Female,UDA,Yes,2022,UDA,ODM,Kanu
VOTER18714,Bungoma,Constituency 9,Ward 4,Western,87,Male,UDA,No,2022,UDA,Wiper,UDA
VOTER18715,Narok,Constituency 5,Ward 2,Rift Valley,35,Female,UDA,Yes,2013,UDA,UDA,ODM
VOTER18716,Busia,Constituency 6,Ward 1,Western,63,Male,ODM,Yes,2017,ODM,Independent,Kanu
VOTER18717,Meru,Constituency 6,Ward 1,Eastern,75,Male,Wiper,Yes,2022,Wiper,Kanu,Kanu
VOTER18718,Siaya,Constituency 5,Ward 1,Nyanza,66,Male,ODM,Yes,2017,ODM,Independent,Independent
VOTER18719,Embu,Constituency 7,Ward 5,Central,38,Male,UDA,No,2017,UDA,UDA,Independent
VOTER18720,Bomet,Constituency 4,Ward 3,Rift Valley,66,Female,UDA,Yes,2022,UDA,UDA,ODM
VOTER18721,Machakos,Constituency 5,Ward 4,Eastern,41,Male,Wiper,No,2022,Wiper,Wiper,Kanu
VOTER18722,Nyeri,Constituency 8,Ward 5,Central,75,Male,UDA,Yes,2022,UDA,Kanu,Wiper
VOTER18723,Murang'a,Constituency 9,Ward 4,Central,87,Male,UDA,Yes,2013,UDA,Wiper,UDA
VOTER18724,Makueni,Constituency 6,Ward 4,Eastern,56,Male,UDA,Yes,2017,Wiper,Wiper,UDA
VOTER18725,Taita Taveta,Constituency 10,Ward 4,Coast,49,Female,ODM,Yes,2013,UDA,Kanu,ODM
VOTER18726,Taita Taveta,Constituency 8,Ward 1,Coast,66,Male,UDA,Yes,2022,ODM,Independent,Wiper
VOTER18727,Bungoma,Constituency 3,Ward 3,Western,57,Male,ODM,Yes,2017,ODM,Wiper,Wiper
VOTER18728,Mombasa,Constituency 8,Ward 4,Coast,37,Male,ODM,No,2017,ODM,ODM,Wiper
VOTER18729,Kilifi,Constituency 4,Ward 5,Coast,53,Female,ODM,Yes,2013,ODM,Kanu,UDA
VOTER18730,Wajir,Constituency 5,Ward 1,North Eastern,39,Female,Jubilee,Yes,2017,UDA,UDA,Jubilee
VOTER18731,Siaya,Constituency 10,Ward 4,Nyanza,18,Male,ODM,No,2013,ODM,Kanu,UDA
VOTER18732,Uasin Gishu,Constituency 10,Ward 4,Rift Valley,22,Male,UDA,Yes,2013,UDA,Independent,UDA
VOTER18733,Nairobi,Constituency 2,Ward 5,Nairobi,52,Male,UDA,Yes,2013,ODM,Kanu,ODM
VOTER18734,Nairobi,Constituency 5,Ward 4,Nairobi,22,Female,ODM,Yes,2022,UDA,Jubilee,ODM
VOTER18735,Homa Bay,Constituency 3,Ward 4,Nyanza,21,Female,ODM,No,2022,ODM,Kanu,Independent
VOTER18736,Nairobi,Constituency 7,Ward 5,Nairobi,37,Male,UDA,No,2017,ODM,Kanu,Jubilee
VOTER18737,Kisii,Constituency 2,Ward 1,Nyanza,29,Male,ODM,Yes,2017,ODM,Kanu,Independent
VOTER18738,Nyandarua,Constituency 2,Ward 1,Central,38,Female,UDA,No,2013,UDA,Kanu,Jubilee
VOTER18739,Kiambu,Constituency 10,Ward 1,Central,49,Male,UDA,Yes,2022,UDA,ODM,Independent
VOTER18740,Wajir,Constituency 3,Ward 5,North Eastern,64,Female,ODM,Yes,2022,UDA,UDA,Wiper
VOTER18741,Kisumu,Constituency 9,Ward 1,Nyanza,64,Male,ODM,Yes,2013,ODM,UDA,Independent
VOTER18742,Tharaka Nithi,Constituency 4,Ward 1,Eastern,22,Male,UDA,No,2022,UDA,Independent,Jubilee
VOTER18743,Narok,Constituency 1,Ward 5,Rift Valley,30,Male,UDA,Yes,2022,UDA,Jubilee,Kanu
VOTER18744,Taita Taveta,Constituency 3,Ward 1,Coast,41,Female,ODM,Yes,2022,UDA,Independent,UDA
VOTER18745,Lamu,Constituency 4,Ward 1,Coast,51,Female,ODM,Yes,2017,ODM,ODM,Wiper
VOTER18746,Makueni,Constituency 5,Ward 4,Eastern,48,Female,UDA,No,2022,UDA,ODM,Kanu
VOTER18747,Nairobi,Constituency 6,Ward 3,Nairobi,60,Female,ODM,No,2022,UDA,ODM,Wiper
VOTER18748,Busia,Constituency 9,Ward 1,Western,75,Male,ODM,Yes,2017,ODM,Kanu,ODM
VOTER18749,Homa Bay,Constituency 4,Ward 1,Nyanza,67,Female,ODM,Yes,2013,ODM,Kanu,ODM
VOTER18750,Taita Taveta,Constituency 4,Ward 3,Coast,47,Male,ODM,No,2013,UDA,ODM,ODM
VOTER18751,Migori,Constituency 1,Ward 5,Nyanza,39,Female,ODM,No,2022,ODM,ODM,Wiper
VOTER18752,Bomet,Constituency 2,Ward 2,Rift Valley,69,Female,UDA,No,2017,UDA,Kanu,ODM
VOTER18753,Taita Taveta,Constituency 3,Ward 4,Coast,45,Male,UDA,Yes,2022,ODM,Wiper,Jubilee
VOTER18754,Mandera,Constituency 7,Ward 4,North Eastern,67,Male,UDA,Yes,2022,Jubilee,Kanu,Kanu
VOTER18755,Taita Taveta,Constituency 1,Ward 4,Coast,29,Male,UDA,Yes,2022,ODM,ODM,Kanu
VOTER18756,Bomet,Constituency 6,Ward 3,Rift Valley,71,Female,UDA,No,2017,UDA,Jubilee,Independent
VOTER18757,Nairobi,Constituency 5,Ward 4,Nairobi,33,Female,UDA,Yes,2017,UDA,Wiper,Independent
VOTER18758,Nairobi,Constituency 8,Ward 2,Nairobi,77,Female,UDA,Yes,2013,UDA,Wiper,Jubilee
VOTER18759,Nairobi,Constituency 10,Ward 1,Nairobi,81,Male,UDA,No,2017,ODM,Kanu,ODM
VOTER18760,Machakos,Constituency 7,Ward 4,Eastern,27,Female,UDA,Yes,2013,UDA,ODM,Kanu
VOTER18761,Lamu,Constituency 4,Ward 4,Coast,22,Male,ODM,Yes,2022,ODM,Kanu,Wiper
VOTER18762,Kwale,Constituency 1,Ward 1,Coast,49,Male,ODM,Yes,2022,UDA,Jubilee,Independent
VOTER18763,Nairobi,Constituency 6,Ward 2,Nairobi,67,Female,UDA,No,2013,UDA,Wiper,Wiper
VOTER18764,Machakos,Constituency 4,Ward 2,Eastern,33,Female,Wiper,Yes,2022,UDA,Jubilee,Independent
VOTER18765,Machakos,Constituency 7,Ward 1,Eastern,82,Male,UDA,No,2022,Wiper,Independent,UDA
VOTER18766,Homa Bay,Constituency 7,Ward 2,Nyanza,50,Female,ODM,No,2013,ODM,UDA,Wiper
VOTER18767,Murang'a,Constituency 9,Ward 1,Central,89,Male,UDA,Yes,2017,UDA,Jubilee,Wiper
VOTER18768,Kericho,Constituency 10,Ward 3,Rift Valley,49,Female,UDA,No,2013,UDA,UDA,Wiper
VOTER18769,Kirinyaga,Constituency 5,Ward 3,Central,62,Female,UDA,Yes,2022,UDA,Independent,ODM
VOTER18770,Meru,Constituency 2,Ward 4,Eastern,48,Male,Wiper,Yes,2017,Wiper,ODM,Independent
